Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,09/08/2023,PROJECT Mandays HMRC,Transformation DG & Programme Office,CAPGEMINI,5100028054,"41,261.32",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ATOS IT SERVICES UK LTD,5100028057,"95,719.67",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,09/08/2023,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100028063,"26,404.56",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,09/08/2023,SW Lic Sup Off shlf,CDIO - Core,INSIGHT DIRECT (UK) LTD,5100028067,"235,694.30",SW Lic Sup Off shlf,S9 2BU,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028086,"60,440.94",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028088,"389,609.50",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays HMRC,Transformation DG & Programme Office,CAPGEMINI,5100028094,"342,014.78",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028101,"27,350.74",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,Consultancy � IT,CDIO - Core,FINYX CONSULTING LTD,5100028104,"96,741.33",Consultancy � IT,MK11PT,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100028106,"230,336.15",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028109,"60,547.62",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100028110,"35,692.96",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100028119,"6,402.10",Landlord Service Charge,EC2V 6EE,,,,
HMRC,HMRC,09/08/2023,Prop. Man. (Ir VAT),Estates,Workman Holding Account,5100028119,"39,327.18",Landlord Service Charge,EC2V 6EE,,,,
HMRC,HMRC,09/08/2023,Rent (Irrec VAT),Estates,Workman Holding Account,5100028119,"194,639.50",Rent (Irrec VAT),EC2V 6EE,,,,
HMRC,HMRC,09/08/2023,Rent (Irrec VAT),Estates,Workman Holding Account,5100028119,"1,195,642.59",Rent (Irrec VAT),EC2V 6EE,,,,
HMRC,HMRC,09/08/2023,SW Lic Sup Off shlf,CDIO - Core,Phoenix Software,5100028121,"19,670.52",SW Lic Sup Off shlf,YO42 1NS,,,,
HMRC,HMRC,09/08/2023,Soft Licen Off shelf,CDIO - Core,Phoenix Software,5100028121,"22,472.10",Soft Licen Off shelf,YO42 1NS,,,,
HMRC,HMRC,09/08/2023,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100028122,"1,992.82",Nat Pst Del Ser(VAT),S49 1HQ,,,,
HMRC,HMRC,09/08/2023,National postal ZVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100028122,"14,407.41",National postal ZVAT,S49 1HQ,,,,
HMRC,HMRC,09/08/2023,National postal EVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100028122,"5,373,126.33",National postal EVAT,S49 1HQ,,,,
HMRC,HMRC,09/08/2023,Project support,Strat Planning Customer & Infrastructure,Tetra Tech Limited,5100028133,"28,210.80",Inland Border Facility - Build Costs,LS1 4ER,,,,
HMRC,HMRC,09/08/2023,Virtual Hosting,CDIO - Core,KYNDRYL UK LTD,5100028137,"229,620.99",Virtual Hosting,EC2M 2AT,,,,
HMRC,HMRC,09/08/2023,Soft Licen Integral,CDIO - Core,BAE SYSTEMS APPLIED INTELLIGENCE,5100028140,"127,794.00",Soft Licen Integral,GU2 7RQ,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,INSIGHT DIRECT (UK) LTD,5100028272,"32,349.23",PROJECT Mandays Supp,S9 2BU,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028273,"130,593.49",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,COGNIZANT,5100028275,"800,880.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,COGNIZANT,5100028278,"26,136.88",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,COGNIZANT,5100028279,"91,234.38",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,COGNIZANT,5100028281,"25,114.38",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ATOS IT SERVICES UK LTD,5100028282,"27,535.00",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,09/08/2023,National postal EVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100028286,"37,543.86",National postal EVAT,S49 1HQ,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100028358,"33,470.32",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100028366,"21,136.12",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100028369,"82,002.60",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,09/08/2023,National postal EVAT,Operational Excellence & Output Mgmt,Royal Mail Group Ltd,5100028371,"-32,053.71",National postal EVAT,S49 1HQ,,,,
HMRC,HMRC,09/08/2023,Legal Solicitors fee,Solicitor's Office & Legal Services,THE SCOTLAND OFFICE,5100028377,"101,162.00",Legal services,EH3 7HW,,,,
HMRC,HMRC,09/08/2023,File archive storage,Estates,IRON MOUNTAIN UK PLC,5100028385,"35,492.13",Storage and services costs (including retrievals and put away costs) for June,EH54 5DL,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028397,"379,428.54",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028404,"29,351.72",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028410,"225,754.75",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028411,"909,540.78",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028415,"770,771.63",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100028429,"46,831.36",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028434,"8,106.27",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028434,"56,298.48",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028437,"3,981.71",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028437,"38,066.10",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028439,"259,223.14",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays HMRC,Transformation Making Tax Digital,CAPGEMINI,5100028443,"43,526.03",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028452,"9,547.77",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028452,"37,318.50",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100028455,"24,121.97",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100028460,"155,471.80",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028461,"54,322.13",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028461,"664,133.26",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100028463,"32,499.14",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,09/08/2023,Virtual Hosting,B&T Border Change Delivery,Amazon Web Services UK,5100028471,"584,637.77",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,09/08/2023,Virtual Hosting,CDIO - Core,Amazon Web Services UK,5100028471,"659,272.38",Virtual Hosting,EC2A 2FA,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261630,"52,003.65",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261635,"277,425.18",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261638,"41,740.62",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261639,"54,753.42",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261640,"166,063.29",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261645,"416,666.67",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261649,"191,802.51",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261650,"147,236.38",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Desktop Services,CDIO - Core,FUJITSU SERVICES LTD,1900261656,"59,391.87",Desktop Services,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Contracted Services,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,1900261694,"686,843.18",Contracted Services,LS15 8AH,,,,
HMRC,HMRC,10/08/2023,Contracted Services,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,1900261707,"62,918.63",Contracted Services,LS15 8AH,,,,
HMRC,HMRC,10/08/2023,Uniforms & PPE,Programme and Operational Delivery,SODEXO LTD,1900261718,"1,915.44",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,10/08/2023,Recruitment,Programme and Operational Delivery,SODEXO LTD,1900261718,"4,463.87",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,10/08/2023,Equipment & Machinery,Programme and Operational Delivery,SODEXO LTD,1900261718,"12,909.73",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,10/08/2023,IT Software Licenses and Support,Programme and Operational Delivery,SODEXO LTD,1900261718,"33,541.55",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,10/08/2023,Facilities Management -Hard FM,Programme and Operational Delivery,SODEXO LTD,1900261718,"286,406.06",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,10/08/2023,Professional Services - Property Services,Programme and Operational Delivery,SODEXO LTD,1900261718,"500,591.72",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,10/08/2023,Projects,Programme and Operational Delivery,SODEXO LTD,1900261718,"681,331.40",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,10/08/2023,Accommodation Security Services,Programme and Operational Delivery,SODEXO LTD,1900261718,"1,030,988.40",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,10/08/2023,System Maintenance,CDIO - Core,CAPGEMINI,1900261737,"20,868.72",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,System Maintenance,CDIO - Core,CAPGEMINI,1900261738,"176,451.28",System Maintenance,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100028128,"161,716.31",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028490,"24,420.00",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,Project support,CDIO - Core,CAPGEMINI,5100028491,"252,637.60",Project support,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028493,"34,650.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028495,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Property services,Estates,Cushman & Wakefield,5100028497,"91,170.19",Property services,EC2N 1AR,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028506,"34,800.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028509,"25,500.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028510,"26,400.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028512,"29,580.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028513,"27,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028516,"31,500.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028518,"27,365.02",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028519,"34,650.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028520,"36,540.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028521,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028522,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028523,"36,540.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028524,"33,511.68",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,Contin Labor Build,Transformation Making Tax Digital,EQUAL EXPERTS UK LTD,5100028525,"29,847.00",PROJECT Mandays HMRC,AL1 5HE,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100028528,"209,432.85",Project Development Mandays for Pension scheme Report,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,ATOS IT SERVICES UK LTD,5100028530,"23,403.77",PROJECT Mandays HMRC,WC1V 6EA,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028531,"162,585.52",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028533,"46,186.73",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100028534,"223,487.73",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028537,"23,575.24",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,Cons ad imp (Ir VAT),CDIO Transformation Programmes,Posterity Milestone Consortium,5100028538,"58,212.00",Cons ad imp (Ir VAT),FY8 4QZ,,,,
HMRC,HMRC,10/08/2023,Rent (Irrec VAT),Estates,Workman Holding Account,5100028539,"244,309.13",Rent (Irrec VAT),EC2V 6EE,,,,
HMRC,HMRC,10/08/2023,Rent (Irrec VAT),Estates,Workman Holding Account,5100028539,"496,021.57",Rent (Irrec VAT),EC2V 6EE,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100028550,"27,330.43",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,Rent (Irrec VAT),Estates,Workman Holding Account,5100028552,"213,033.44",Rent (Irrec VAT),EC2V 6EE,,,,
HMRC,HMRC,10/08/2023,Rent (Irrec VAT),Estates,Workman Holding Account,5100028552,"432,522.46",Rent (Irrec VAT),EC2V 6EE,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028554,"46,121.96",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100028555,"38,459.96",Trader Data daily contractor costs,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028558,"26,222.89",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028559,"10,608.27",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CAPGEMINI,5100028559,"121,926.42",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100028568,"29,913.66",Trader Data daily contractor costs,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Customs Policy and Strategy,ACCENTURE (UK) LTD,5100028570,"44,339.67",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,10/08/2023,Contin Labor Build,B&T Border Change Delivery,ATOS IT SERVICES UK LTD,5100028576,"62,738.33",Contin Labor Build,WC1V 6EA,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,ACCENTURE (UK) LTD,5100028579,"152,771.26",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,10/08/2023,Employee education,CDIO - Core,CSL - KPMG LLP,5100028582,"38,276.99",Employee education,E14 5GL,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100028583,"26,505.68",Project Development Mandays for Event Reporting,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,CDIO - Core,COGNIZANT,5100028585,"21,400.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,10/08/2023,Research (VAT rec),Knowledge Analysis & Intelligence,NATIONAL CENTRE FOR SOCIAL RESEARCH,5100028588,"26,090.00",Research Services ,EC1V 0AX,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100028590,"35,837.61",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,FUJITSU SERVICES LTD,5100028592,"156,495.14",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,Contin Labor Build,B&T Border Change Delivery,CAPGEMINI,5100028595,"133,614.12",Contin Labor Build,TF3 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,FUJITSU SERVICES LTD,5100028596,"73,316.90",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,CDIO - Core,ACCENTURE (UK) LTD,5100028655,"44,451.00",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,CDIO - Core,ACCENTURE (UK) LTD,5100028663,"53,138.19",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028718,"33,000.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,CDIO - Core,SYNYEGA LTD,5100028725,"154,000.00",PROJECT Mandays Supp,BL9 7HR,,,,
HMRC,HMRC,10/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100028756,"29,700.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays HMRC,CDIO - Core,VERSION 1 SOLUTIONS LTD,5100028765,"43,785.00",PROJECT Mandays HMRC,B97 4DL,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays HMRC,CDIO - Core,VERSION 1 SOLUTIONS LTD,5100028766,"28,185.00",PROJECT Mandays HMRC,B97 4DL,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100028779,"141,000.00",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,10/08/2023,Soft FM Services,Estates,SERVEST GROUP LTD,5100028780,"66,207.64",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,10/08/2023,Soft FM Services,Estates,SERVEST GROUP LTD,5100028780,"406,704.06",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,10/08/2023,Multifunction machin,Programme and Operational Delivery,RED FROG HIRE LTD,5100028790,"61,564.30",Inland Border Facility - Running Costs,HU3 4UW,,,,
HMRC,HMRC,10/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ACCENTURE (UK) LTD,5100028801,"199,256.75",IT Contractors,EC3M 3BD,,,,
HMRC,HMRC,10/08/2023,Contin Labor Build,PDC Customer Strategy & Tax Design,CAPGEMINI,5100028805,"24,993.51",Contin Labor Build,TF3 3BD,,,,
HMRC,HMRC,11/08/2023,Tribunal appellant costs,Solicitor's Office & Legal Services,Lynton Exports (Alsager) Ltd,1900263917,"82,500.00",Costs awarded against department,NN7 4LS,,,,
HMRC,HMRC,11/08/2023,Consultancy - Organi,CFO Shared Services,ACCENTURE (UK) LTD,5100028845,"529,200.00",Strategic Consultancy Services,EC3M 3BD,,,,
HMRC,HMRC,11/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CGI IT UK LTD,5100028851,"45,479.25",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,11/08/2023,Cons ad imp (Ir VAT),Transformation DG & Programme Office,ERNST & YOUNG LLP,5100028866,"882,210.12",Cons ad imp (Ir VAT),SE1 2AF,,,,
HMRC,HMRC,11/08/2023,SW Lic Sup mngd Serv,Transformation DG & Programme Office,PEGASYSTEMS LTD,5100028869,"268,620.00",SW Lic Sup mngd Serv,RG1 3JH,,,,
HMRC,HMRC,11/08/2023,PROJECT Mandays HMRC,CDIO - Core,PEGASYSTEMS LTD,5100028870,"115,656.00",PROJECT Mandays HMRC,RG1 3JH,,,,
HMRC,HMRC,11/08/2023,Project support,CDIO Transformation Programmes,COMPUTACENTER (UK) LTD,5100028873,"38,767.68",Project support,AL10 9TW,,,,
HMRC,HMRC,11/08/2023,PROJECT Mandays HMRC,CDIO - Core,CAPGEMINI,5100028878,"52,362.18",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,11/08/2023,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100028987,"27,997.20",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,11/08/2023,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100028988,"30,771.00",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,11/08/2023,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100028989,"28,404.00",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,11/08/2023,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100028990,"26,560.80",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,11/08/2023,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100028991,"27,997.20",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,11/08/2023,Contin Labor Run,HMRC Security,CGI IT UK LTD,5100028992,"26,560.80",Contin Labor Run,CF31 9AP,,,,
HMRC,HMRC,11/08/2023,PROJECT Mandays HMRC,CDIO - Core,CAPGEMINI,5100029049,"45,108.71",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,11/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100029056,"25,550.21",Project Development Mandays for Life time Allowance ,TF3 3BD,,,,
HMRC,HMRC,11/08/2023,Soft FM Services,Estates,SERVEST GROUP LTD,5100029057,"13,595.54",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,11/08/2023,Soft FM Services,Estates,SERVEST GROUP LTD,5100029057,"83,515.46",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,11/08/2023,Govt bank service,Government Banking and Payments,EXELA TECHNOLOGIES LTD,5100029060,"55,904.00",Banking finance and payments,TW20 9AB,,,,
